93年10月15日每一分鐘指數統計	
時間	加權股價	未含金融	未含電子	綜合平均	工業平均	水泥類	食品類	塑膠類	紡織纖維類	電機機械類	電器電纜類	化學工業類	玻璃陶瓷類	造紙類	鋼鐵類	橡膠類	汽車類	電子類	營造建材類	運輸類	觀光類	金融保險類	百貨貿易類	其它類	
9:00	5,831.07	4,549.60	8,945.60	138.48	165.30	58.16	265.05	139.39	245.81	73.32	50.35	63.19	44.17	156.78	109.32	89.92	130.24	215.08	159.14	96.21	47.55	998.59	68.18	94.14	
9:01	5,817.81	4,541.56	8,904.71	138.21	164.90	57.47	264.62	139.44	243.30	73.12	49.83	62.67	44.13	158.90	107.81	89.03	129.67	215.15	158.06	95.50	47.52	994.39	67.83	93.80	
9:02	5,811.69	4,536.42	8,899.31	137.98	164.75	57.43	264.58	138.94	243.18	73.10	49.82	62.65	44.13	159.34	108.09	89.08	129.70	214.81	158.37	95.94	47.52	993.65	67.53	93.84	
9:03	5,819.86	4,542.06	8,917.89	138.06	164.86	57.57	264.37	139.44	243.84	73.14	50.09	62.67	43.92	159.27	108.23	89.14	129.74	214.95	158.76	96.22	47.52	995.66	67.52	93.84	
9:04	5,819.29	4,541.33	8,916.61	138.04	164.79	57.58	264.20	139.07	244.24	73.19	50.10	62.84	43.69	159.04	108.59	89.20	129.89	214.94	158.88	96.14	47.64	995.80	67.61	93.82	
9:05	5,814.92	4,538.56	8,912.37	137.78	164.41	57.60	263.25	139.22	244.09	73.13	50.30	62.89	43.72	159.00	108.40	89.26	129.89	214.71	158.73	96.13	47.67	994.52	67.66	93.69	
9:06	5,813.63	4,537.81	8,908.94	137.79	164.34	57.48	263.41	139.16	243.83	73.06	50.15	62.88	43.73	159.15	108.29	89.35	130.08	214.71	158.98	96.07	47.64	994.09	67.65	93.78	
9:07	5,804.87	4,529.43	8,896.49	137.56	164.20	57.48	262.58	138.70	243.15	73.02	50.16	62.76	43.73	159.32	107.95	89.21	130.05	214.36	158.86	95.85	47.64	993.88	67.65	93.77	
9:08	5,803.77	4,528.94	8,895.83	137.60	164.07	57.25	263.50	139.08	242.87	73.03	50.17	62.69	43.88	159.27	107.63	89.16	129.69	214.29	158.81	95.73	47.56	993.38	67.69	93.73	
9:09	5,798.55	4,524.64	8,883.20	137.54	163.93	56.91	263.25	138.67	242.63	73.00	49.99	62.70	43.86	159.29	107.41	89.34	129.54	214.22	158.57	95.64	47.59	992.68	67.59	93.62	
9:10	5,802.92	4,526.44	8,890.20	137.59	163.93	56.98	263.20	138.90	242.46	72.99	49.93	62.57	43.86	158.97	107.05	89.12	129.66	214.37	158.42	95.60	47.59	994.77	67.61	93.67	
9:11	5,802.94	4,527.22	8,889.77	137.50	163.83	56.97	263.26	139.05	242.63	72.93	49.92	62.64	43.87	158.87	106.95	89.11	129.93	214.39	158.08	95.62	47.62	994.13	67.60	93.69	
9:12	5,801.33	4,527.40	8,888.06	137.46	163.91	56.95	263.31	139.06	242.91	72.96	49.90	62.60	43.77	158.46	107.02	89.13	130.01	214.31	158.36	96.09	47.59	992.66	67.60	93.69	
9:13	5,806.34	4,532.72	8,892.13	137.59	163.95	56.93	263.46	139.07	243.61	72.99	49.90	62.59	43.89	158.63	107.37	89.11	129.89	214.59	158.60	96.32	47.59	992.33	67.73	93.70	
9:14	5,800.47	4,526.83	8,889.79	137.30	163.73	57.04	263.39	138.84	243.57	73.00	49.93	62.68	43.89	158.34	107.22	89.12	129.66	214.19	158.72	96.51	47.59	992.42	67.73	93.70	
9:15	5,812.35	4,536.08	8,910.33	137.73	164.09	57.30	264.30	139.40	244.02	73.02	49.94	62.74	43.87	158.56	107.45	89.13	130.01	214.57	158.89	96.72	47.62	994.48	67.73	93.78	
9:16	5,814.28	4,537.20	8,914.96	137.83	164.27	57.28	264.22	139.40	244.29	73.01	49.97	62.76	44.00	158.62	107.78	89.18	129.93	214.59	158.95	96.68	47.64	995.13	67.61	93.78	
9:17	5,817.27	4,539.54	8,922.03	137.76	164.13	57.31	264.24	139.58	244.73	73.07	49.97	62.88	44.02	158.97	107.80	89.24	129.90	214.64	159.09	96.81	47.64	995.64	67.69	93.86	
9:18	5,817.04	4,537.16	8,925.09	137.79	164.29	57.35	265.22	139.19	244.17	73.04	50.03	62.84	44.11	159.07	108.08	89.30	129.90	214.53	159.35	96.77	47.64	997.43	67.65	93.91	
9:19	5,825.97	4,543.96	8,939.45	138.01	164.41	57.25	265.27	139.60	244.52	73.08	50.01	62.91	44.14	159.14	108.20	89.42	130.05	214.85	159.57	96.90	47.64	999.11	67.65	93.97	
9:20	5,832.25	4,548.85	8,949.47	138.31	164.79	57.27	265.27	139.77	244.76	73.11	50.17	62.99	44.27	159.22	108.25	89.43	130.05	215.07	159.94	97.11	47.64	1,000.19	67.75	94.09	
9:21	5,831.89	4,547.79	8,955.32	138.31	164.68	57.46	265.47	139.92	245.14	73.13	50.17	63.12	44.27	159.22	108.32	89.47	129.97	214.88	160.12	97.04	47.67	1,000.79	67.75	94.05	
9:22	5,842.52	4,557.12	8,964.47	138.57	164.99	57.45	265.61	140.18	245.40	73.18	50.41	63.14	44.28	158.76	108.44	89.52	129.61	215.47	160.52	97.03	47.69	1,001.74	67.82	94.16	
9:23	5,844.04	4,558.22	8,964.97	138.57	164.94	57.42	264.68	140.00	245.41	73.17	50.41	63.16	44.39	159.28	108.49	89.40	130.20	215.57	160.82	97.05	47.69	1,002.07	67.79	94.28	
9:24	5,840.03	4,554.77	8,956.90	138.63	164.85	57.44	264.98	139.40	245.32	73.21	50.45	63.19	44.28	159.63	108.43	89.44	130.20	215.48	160.92	97.26	47.69	1,001.64	67.82	94.33	
9:25	5,844.57	4,558.63	8,972.74	138.67	165.01	57.67	264.78	140.40	245.22	73.22	50.47	63.17	44.29	159.49	108.44	89.49	130.24	215.40	160.83	97.24	47.67	1,002.16	67.85	94.32	
9:26	5,842.39	4,556.20	8,967.41	138.57	164.99	57.66	265.63	140.09	245.14	73.23	50.43	63.08	44.17	159.77	108.38	89.54	129.88	215.38	160.57	97.16	47.67	1,002.40	67.77	94.31	
9:27	5,849.25	4,561.03	8,980.50	138.70	165.08	57.69	265.65	140.41	245.65	73.21	50.46	63.08	44.29	159.99	108.59	89.44	130.20	215.56	160.87	97.18	47.69	1,004.00	67.80	94.28	
9:28	5,837.94	4,552.54	8,957.07	138.45	164.77	57.68	265.77	139.69	245.59	73.13	50.25	63.08	44.18	159.37	108.33	89.39	129.96	215.31	160.25	96.95	47.64	1,001.79	67.77	94.20	
9:29	5,839.24	4,553.59	8,963.22	138.47	164.90	57.72	265.77	140.08	245.08	73.17	50.25	63.09	44.18	159.68	108.25	89.39	129.96	215.24	160.64	97.00	47.69	1,001.98	67.77	94.24	
9:30	5,843.87	4,557.16	8,967.45	138.64	164.96	57.58	264.86	140.31	245.02	73.18	50.27	63.09	44.18	159.34	108.21	89.41	130.05	215.49	160.59	96.92	47.64	1,002.81	67.77	94.14	
9:31	5,840.32	4,553.50	8,967.74	138.49	164.79	57.61	264.83	140.31	244.72	73.12	50.28	63.09	44.18	159.18	108.38	89.42	130.05	215.21	160.31	96.83	47.64	1,002.95	67.77	94.16	
9:32	5,833.57	4,548.86	8,955.53	138.43	164.78	57.57	265.70	139.83	245.06	73.15	50.24	63.07	44.18	159.35	108.42	89.45	130.20	215.01	160.34	96.63	47.64	1,001.27	67.77	94.19	
9:33	5,833.66	4,549.66	8,951.85	138.33	164.77	57.45	264.86	139.82	245.18	73.17	50.25	63.12	44.18	159.67	108.35	89.38	129.96	215.11	160.08	96.70	47.64	1,000.67	67.73	94.06	
9:34	5,828.61	4,545.15	8,947.52	138.16	164.54	57.34	264.89	139.83	244.91	73.20	50.26	63.04	44.19	159.29	108.14	89.41	129.85	214.83	160.15	96.57	47.79	1,000.29	67.75	94.04	
9:35	5,836.54	4,551.07	8,960.92	138.47	164.75	57.67	264.69	140.35	244.81	73.22	50.24	62.94	44.19	159.35	108.15	89.34	129.85	215.09	160.16	96.64	47.71	1,001.87	67.75	94.05	
9:36	5,830.07	4,546.89	8,948.01	138.34	164.70	57.67	264.64	139.90	244.97	73.20	50.22	62.98	44.18	159.03	108.11	89.38	129.81	214.94	160.06	96.54	47.71	1,000.04	67.74	94.25	
9:37	5,838.09	4,552.46	8,961.97	138.54	164.91	57.57	264.69	140.28	244.43	73.22	50.43	62.99	44.16	159.48	108.32	89.46	129.81	215.19	160.15	96.60	47.71	1,001.98	67.81	94.24	
9:38	5,838.75	4,554.56	8,958.17	138.56	164.95	57.50	264.69	140.34	244.16	73.23	50.44	62.98	44.17	159.62	108.12	89.48	129.70	215.34	160.28	96.75	47.78	1,000.77	68.15	94.17	
9:39	5,836.44	4,550.49	8,963.11	138.43	164.96	57.60	264.63	140.27	244.67	73.21	50.29	63.07	44.17	159.62	108.06	89.46	129.70	215.03	160.56	96.71	47.72	1,002.27	68.15	94.21	
9:40	5,835.58	4,550.80	8,957.71	138.43	164.84	57.47	264.63	140.04	244.80	73.20	50.48	63.05	44.04	159.55	108.10	89.41	129.97	215.11	160.91	96.77	47.72	1,001.31	68.13	94.20	
9:41	5,840.50	4,555.13	8,965.90	138.59	165.05	57.46	264.63	140.34	244.95	73.25	50.48	63.09	44.06	159.55	108.09	89.40	129.96	215.27	161.11	97.00	47.72	1,001.73	68.18	94.35	
9:42	5,840.43	4,555.41	8,966.41	138.55	164.96	57.57	265.59	140.36	245.07	73.23	50.48	63.04	44.06	159.62	108.12	89.45	129.96	215.25	161.05	97.05	47.72	1,001.45	68.13	94.40	
9:43	5,841.75	4,555.10	8,972.18	138.64	165.08	57.47	265.59	140.36	245.53	73.24	50.49	63.14	44.06	159.55	108.12	89.37	130.08	215.20	161.00	97.10	47.72	1,002.79	68.19	94.39	
9:44	5,841.98	4,555.00	8,972.48	138.63	165.15	57.58	265.59	140.35	245.53	73.26	50.46	63.12	44.19	159.63	107.95	89.45	129.85	215.21	161.17	97.17	47.72	1,003.06	68.19	94.33	
9:45	5,838.56	4,551.74	8,965.85	138.52	165.01	57.46	264.67	139.96	245.51	73.25	50.48	63.09	44.19	159.55	107.92	89.43	130.08	215.12	161.13	97.33	47.72	1,002.97	67.85	94.24	
9:46	5,844.78	4,556.69	8,977.14	138.49	165.05	57.66	264.73	140.36	245.68	73.26	50.51	63.11	44.17	159.38	108.16	89.44	129.85	215.30	161.30	97.36	47.65	1,003.95	67.83	94.26	
9:47	5,846.67	4,557.83	8,981.53	138.63	165.10	57.66	264.78	140.51	245.68	73.27	50.53	63.13	44.29	159.87	107.95	89.47	129.97	215.33	161.32	97.48	47.65	1,004.56	67.80	94.26	
9:48	5,847.53	4,557.99	8,985.81	138.57	164.96	57.67	264.78	140.51	246.27	73.27	50.52	63.14	44.31	159.80	108.21	89.37	129.96	215.28	161.27	97.48	47.65	1,005.13	67.80	94.29	
9:49	5,852.38	4,562.19	8,992.51	138.70	165.17	57.68	265.65	140.66	246.46	73.31	50.54	63.16	44.32	159.89	108.25	89.50	130.08	215.48	161.77	97.56	47.65	1,005.62	67.81	94.35	
9:50	5,850.48	4,560.61	8,987.06	138.68	165.10	57.81	264.83	140.42	246.22	73.31	50.51	63.13	44.20	159.95	108.25	89.40	129.85	215.48	161.78	97.56	47.62	1,005.38	67.84	94.27	
9:51	5,846.87	4,557.24	8,986.99	138.52	165.11	57.81	264.92	140.43	246.11	73.32	50.68	63.11	44.18	159.18	108.26	89.36	129.85	215.20	161.96	97.64	47.72	1,005.22	67.81	94.21	
9:52	5,850.04	4,559.88	8,988.37	138.57	165.05	57.81	265.70	140.43	246.17	73.31	50.69	63.08	44.19	159.24	108.29	89.45	129.85	215.41	161.89	97.57	47.72	1,005.62	67.82	94.16	
9:53	5,849.66	4,558.93	8,991.66	138.63	164.94	57.82	264.98	140.59	245.83	73.35	50.55	63.09	44.32	159.24	108.28	89.38	129.85	215.29	161.70	97.64	47.72	1,006.10	67.87	94.15	
9:54	5,848.16	4,558.11	8,989.82	138.50	164.92	57.70	265.89	140.66	245.87	73.35	50.51	63.10	44.19	159.14	108.28	89.36	129.73	215.22	161.69	97.58	47.72	1,005.55	67.83	94.15	
9:55	5,846.19	4,555.27	8,989.86	138.43	164.76	57.72	265.04	140.44	245.91	73.37	50.52	63.14	44.20	159.21	108.33	89.32	129.73	215.07	161.81	97.61	47.69	1,006.31	67.83	94.09	
9:56	5,851.73	4,560.72	9,001.41	138.51	164.90	57.82	265.11	141.12	245.95	73.40	50.69	63.21	44.20	159.14	108.35	89.32	129.85	215.19	161.61	97.77	47.69	1,006.32	67.90	94.11	
9:57	5,851.20	4,560.17	8,997.13	138.73	165.28	57.67	265.92	140.74	246.02	73.36	50.53	63.32	44.35	159.53	108.33	89.35	129.81	215.26	161.71	97.85	47.82	1,006.34	67.94	94.09	
9:58	5,853.62	4,561.89	9,002.24	138.80	165.21	57.83	265.97	140.73	246.28	73.39	50.53	63.35	44.47	159.45	108.34	89.47	129.85	215.31	161.59	98.19	47.84	1,006.89	67.95	94.16	
9:59	5,858.40	4,565.80	9,012.41	138.90	165.40	58.05	265.68	141.04	246.86	73.38	50.69	63.37	44.32	159.03	108.60	89.71	129.85	215.41	161.64	98.28	47.84	1,007.56	67.94	94.14	
10:00	5,858.46	4,565.93	9,013.61	138.78	165.37	58.22	264.77	141.04	247.37	73.39	50.52	63.39	44.32	159.16	108.65	89.79	129.85	215.38	161.72	98.35	47.87	1,007.50	67.94	94.13	
10:01	5,863.91	4,568.06	9,028.20	139.02	165.40	58.34	264.77	141.20	247.40	73.44	50.70	63.37	44.33	159.35	108.72	89.79	129.85	215.42	162.07	98.36	47.90	1,010.21	68.33	94.20	
10:02	5,863.01	4,569.38	9,020.61	139.04	165.67	58.36	265.91	141.06	246.88	73.50	50.70	63.39	44.33	159.69	109.00	89.80	129.73	215.55	162.14	98.29	47.90	1,008.36	67.93	94.19	
10:03	5,858.42	4,565.85	9,015.08	138.88	165.35	58.25	265.80	140.82	247.28	73.50	50.73	63.36	44.23	159.65	109.11	89.79	129.85	215.34	161.93	98.27	47.88	1,007.53	67.93	94.24	
10:04	5,861.16	4,568.39	9,018.15	138.94	165.49	58.26	265.80	141.05	246.89	73.52	50.74	63.30	44.23	159.73	109.13	89.90	129.88	215.47	161.80	98.24	47.81	1,007.67	67.93	94.23	
10:05	5,861.65	4,568.70	9,017.57	139.02	165.55	58.12	265.89	140.98	246.90	73.55	50.72	63.36	44.23	159.77	109.16	89.90	129.97	215.53	161.78	98.16	47.86	1,007.82	67.90	94.25	
10:06	5,856.66	4,564.07	9,012.33	138.69	165.33	58.24	265.78	140.69	246.83	73.58	50.72	63.31	44.23	159.73	109.13	89.87	129.97	215.28	161.51	98.15	47.93	1,007.57	67.89	94.31	
10:07	5,856.15	4,564.49	9,008.04	138.73	165.30	58.01	265.78	140.68	246.97	73.52	50.72	63.32	44.23	159.73	109.11	89.75	129.85	215.35	161.49	98.08	47.86	1,006.80	67.89	94.30	
10:08	5,852.88	4,561.62	9,006.96	138.65	165.28	58.10	264.87	140.75	246.75	73.51	50.72	63.29	44.23	159.66	109.10	89.77	129.85	215.13	161.50	98.02	47.86	1,006.51	67.93	94.27	
10:09	5,851.51	4,560.41	9,003.16	138.67	165.21	58.10	265.69	140.67	246.07	73.47	50.51	63.18	44.33	159.21	109.03	89.72	129.97	215.12	161.36	97.90	47.86	1,006.40	68.14	94.26	
10:10	5,851.82	4,559.80	9,005.01	138.65	165.21	58.07	265.72	140.66	246.08	73.46	50.52	63.22	44.33	159.14	108.97	89.62	129.97	215.10	161.31	97.94	47.90	1,007.15	67.89	94.27	
10:11	5,856.16	4,564.26	9,010.74	138.88	165.37	57.97	265.72	141.13	246.73	73.47	50.70	63.18	44.33	159.53	108.80	89.60	129.97	215.28	161.29	98.00	47.80	1,006.99	67.84	94.27	
10:12	5,849.97	4,557.99	8,998.31	138.76	165.12	57.87	265.63	140.33	246.16	73.46	50.53	63.16	44.33	159.07	108.77	89.60	129.85	215.13	161.36	98.00	47.80	1,007.15	67.86	94.22	
10:13	5,852.06	4,561.60	9,002.05	138.85	165.19	57.84	265.59	140.88	246.20	73.48	50.56	63.15	44.33	159.51	108.77	89.58	129.85	215.19	161.42	98.02	47.90	1,005.84	67.86	94.36	
10:14	5,851.80	4,560.97	9,002.50	138.89	165.12	57.82	264.81	140.87	246.00	73.47	50.54	63.17	44.33	159.58	108.71	89.56	129.70	215.16	161.23	98.12	47.83	1,006.17	68.16	94.31	
10:15	5,849.35	4,556.91	9,000.71	138.68	165.18	57.84	265.59	140.25	246.43	73.43	50.54	63.18	44.33	159.80	108.93	89.58	130.05	215.02	161.29	97.95	47.83	1,007.53	67.92	94.37	
10:16	5,847.76	4,556.24	9,000.95	138.71	165.04	57.83	264.67	140.64	245.86	73.45	50.55	63.21	44.33	159.68	108.91	89.53	129.58	214.89	161.22	98.00	47.76	1,006.78	67.86	94.19	
10:17	5,844.71	4,553.01	9,001.21	138.65	165.02	57.86	264.67	140.65	246.23	73.43	50.57	63.15	44.33	159.76	108.91	89.46	129.58	214.64	161.24	97.86	47.76	1,006.98	67.90	94.17	
10:18	5,844.96	4,555.70	8,992.62	138.66	165.04	57.82	264.68	140.57	245.77	73.48	50.56	63.16	44.20	159.68	108.85	89.47	129.46	214.89	161.04	98.04	47.76	1,004.94	67.84	94.25	
10:19	5,840.04	4,550.33	8,993.21	138.54	165.03	57.93	264.68	140.58	245.87	73.50	50.54	63.15	44.20	159.66	108.83	89.49	129.43	214.49	161.01	97.89	47.76	1,005.37	67.84	94.15	
10:20	5,839.67	4,550.23	8,987.75	138.55	164.98	57.67	264.68	140.40	245.41	73.47	50.52	63.11	44.20	159.56	108.81	89.48	129.55	214.61	161.05	97.77	47.76	1,005.15	67.84	94.11	
10:21	5,838.98	4,550.11	8,987.17	138.50	165.00	57.71	265.59	140.62	245.59	73.44	50.47	63.10	44.20	159.56	108.59	89.46	129.43	214.57	161.00	97.62	47.79	1,004.69	67.84	94.12	
10:22	5,839.19	4,550.38	8,987.66	138.55	165.00	57.83	264.68	140.55	246.01	73.43	50.47	63.09	44.20	159.68	108.75	89.40	129.55	214.57	160.92	97.68	47.83	1,004.62	67.84	94.12	
10:23	5,833.66	4,546.40	8,983.07	138.51	164.88	57.83	264.68	140.63	245.58	73.42	50.29	63.16	44.20	159.77	108.59	89.41	129.34	214.27	160.68	97.67	47.83	1,003.40	68.14	94.20	
10:24	5,836.28	4,546.53	8,989.08	138.56	164.86	57.57	264.76	140.63	245.57	73.43	50.30	63.07	44.20	159.70	108.57	89.42	129.54	214.31	160.61	97.63	47.83	1,005.45	68.13	94.19	
10:25	5,840.14	4,550.38	8,988.15	138.63	164.88	57.60	264.73	140.61	245.36	73.44	50.30	63.06	44.20	159.57	108.53	89.44	129.54	214.64	160.67	97.66	47.83	1,005.41	68.09	94.11	
10:26	5,833.52	4,546.62	8,981.04	138.50	164.86	57.62	264.78	140.69	245.34	73.46	50.31	63.05	44.20	159.64	108.54	89.31	129.51	214.31	160.74	97.64	47.90	1,003.10	68.09	94.09	
10:27	5,836.97	4,550.40	8,980.43	138.57	164.91	57.68	264.81	140.69	244.96	73.45	50.31	63.05	44.33	159.57	108.52	89.39	129.54	214.60	160.85	97.68	47.90	1,002.79	68.09	94.16	
10:28	5,843.54	4,554.09	8,992.79	138.73	165.22	57.83	264.81	140.93	245.32	73.44	50.31	63.03	44.33	159.49	108.53	89.47	129.54	214.78	160.77	97.72	47.97	1,005.10	68.09	94.17	
10:29	5,838.78	4,551.06	8,983.55	138.53	165.02	57.70	264.81	140.64	245.40	73.45	50.31	63.04	44.31	159.22	108.52	89.47	129.67	214.65	160.80	97.75	47.97	1,003.72	68.10	94.07	
10:30	5,839.44	4,552.02	8,982.19	138.48	164.92	57.60	264.82	140.64	245.34	73.36	50.49	63.06	44.18	159.69	108.54	89.32	129.58	214.74	160.83	97.76	47.97	1,003.47	67.80	94.09	
10:31	5,841.78	4,553.56	8,994.18	138.52	165.01	57.71	264.87	141.36	245.50	73.35	50.48	63.01	44.18	159.83	108.56	89.47	129.46	214.60	161.20	97.62	47.97	1,004.10	67.75	94.09	
10:32	5,844.05	4,555.46	8,995.23	138.60	165.01	57.83	264.87	141.29	245.51	73.34	50.30	63.05	44.18	159.24	108.54	89.37	129.46	214.75	161.14	97.75	48.05	1,004.39	68.14	94.11	
10:33	5,842.74	4,552.42	8,996.94	138.68	165.18	57.80	265.91	140.72	245.95	73.38	50.48	63.06	44.31	159.69	108.78	89.37	129.46	214.60	161.23	97.80	48.05	1,005.85	68.17	94.21	
10:34	5,844.69	4,555.75	8,993.89	138.78	165.33	57.80	265.82	140.97	245.76	73.32	50.48	63.05	44.31	159.27	108.57	89.37	129.46	214.84	160.91	97.84	48.05	1,004.67	68.17	94.20	
10:35	5,844.94	4,554.94	8,996.19	138.72	165.17	57.83	265.82	140.88	245.91	73.34	50.30	63.09	44.31	159.29	108.58	89.45	129.46	214.80	160.90	97.85	48.05	1,005.56	68.17	94.21	
10:36	5,837.90	4,551.31	8,979.37	138.56	165.12	57.84	264.96	140.59	245.65	73.31	50.30	63.09	44.18	159.29	108.56	89.36	129.34	214.70	160.99	97.67	48.07	1,002.79	67.82	94.18	
10:37	5,839.46	4,550.43	8,988.66	138.49	164.83	57.68	264.91	140.83	245.62	73.33	50.29	63.04	44.18	159.20	108.50	89.34	129.55	214.57	161.09	97.63	48.05	1,004.81	67.75	94.16	
10:38	5,833.21	4,546.79	8,980.16	138.33	164.76	57.81	264.82	140.88	245.60	73.34	50.29	63.08	44.18	159.25	108.28	89.32	129.54	214.31	160.91	97.61	48.07	1,002.71	67.75	94.02	
10:39	5,827.93	4,541.96	8,973.18	138.33	164.74	57.67	264.71	140.58	245.58	73.33	50.29	63.04	44.19	159.35	108.31	89.27	129.19	214.08	160.58	97.58	47.97	1,002.40	67.73	93.97	
10:40	5,825.90	4,539.50	8,974.02	138.17	164.69	57.57	264.80	140.58	245.24	73.31	50.29	62.99	44.19	159.35	108.43	89.26	129.19	213.90	160.47	97.56	47.97	1,002.78	67.72	93.93	
10:41	5,821.47	4,536.53	8,966.39	138.03	164.49	57.57	264.80	140.57	245.19	73.30	50.26	62.96	44.18	158.97	108.20	89.15	129.16	213.76	160.37	97.35	47.97	1,001.62	67.70	93.95	
10:42	5,820.78	4,536.26	8,964.27	138.07	164.58	57.67	264.80	140.56	245.20	73.30	50.27	62.93	44.17	158.97	108.13	89.15	129.16	213.76	160.36	97.28	47.97	1,001.27	67.70	93.93	
10:43	5,818.18	4,534.40	8,960.74	138.06	164.54	57.57	264.80	140.56	245.17	73.27	50.23	62.92	44.03	158.97	108.12	89.15	129.16	213.66	160.28	97.18	47.95	1,000.69	67.70	93.93	
10:44	5,819.04	4,535.44	8,959.95	138.06	164.45	57.57	264.78	140.57	245.20	73.25	50.39	62.94	44.03	158.72	108.07	89.17	129.04	213.74	160.26	97.17	47.95	1,000.52	67.69	93.91	
10:45	5,821.40	4,535.40	8,965.51	138.12	164.45	57.56	264.72	140.57	245.02	73.20	50.20	62.92	44.03	158.58	108.08	89.19	129.01	213.78	160.19	97.07	47.95	1,002.50	67.67	93.98	
10:46	5,820.25	4,536.20	8,961.42	138.11	164.50	57.68	265.64	140.55	244.98	73.21	50.21	62.96	44.04	158.58	108.03	89.16	129.04	213.80	160.22	97.19	47.95	1,000.88	67.91	93.98	
10:47	5,819.98	4,535.94	8,957.56	138.24	164.60	57.68	264.72	140.32	244.75	73.23	50.22	62.92	44.04	158.58	108.07	89.14	128.92	213.88	160.32	97.15	47.95	1,000.88	67.98	94.00	
10:48	5,822.24	4,537.93	8,958.56	138.22	164.53	57.56	264.71	140.31	244.73	73.22	50.24	62.97	44.03	159.04	108.06	89.09	128.81	214.03	160.37	97.27	47.95	1,001.08	67.98	93.98	
10:49	5,821.98	4,537.31	8,960.42	138.18	164.55	57.56	265.62	140.31	244.69	73.22	50.25	63.00	44.05	158.90	108.07	89.09	128.81	213.96	160.37	97.27	47.95	1,001.38	67.98	94.03	
10:50	5,825.33	4,538.30	8,967.78	138.24	164.55	57.56	265.63	140.32	244.70	73.20	50.26	62.99	44.04	159.10	108.07	89.09	128.81	214.03	160.46	97.35	47.95	1,003.32	67.98	94.02	
10:51	5,825.49	4,539.71	8,966.04	138.28	164.51	57.57	265.60	140.55	245.14	73.21	50.26	62.99	44.04	158.97	107.89	89.11	128.81	214.09	160.45	97.29	47.95	1,002.26	67.98	93.94	
10:52	5,826.97	4,539.37	8,973.42	138.30	164.44	57.50	265.56	140.55	245.14	73.22	50.25	63.00	44.04	159.05	108.12	89.14	128.92	214.00	160.60	97.35	47.95	1,003.77	67.98	93.95	
10:53	5,828.22	4,540.34	8,976.09	138.33	164.50	57.57	265.60	140.63	245.09	73.25	50.40	62.99	44.04	159.05	108.13	89.14	128.92	214.03	160.67	97.34	47.95	1,003.99	68.01	93.98	
10:54	5,828.77	4,542.83	8,972.50	138.35	164.63	57.57	265.56	140.63	245.09	73.28	50.09	62.94	44.04	159.05	108.38	89.13	128.92	214.17	160.57	97.52	47.95	1,002.36	68.01	94.10	
10:55	5,828.97	4,541.95	8,973.95	138.33	164.52	57.57	264.69	140.62	245.19	73.28	50.25	62.92	44.04	158.97	108.18	89.25	128.92	214.14	160.61	97.46	48.02	1,003.27	68.01	94.09	
10:56	5,829.07	4,543.13	8,970.18	138.35	164.68	57.68	264.78	140.56	245.22	73.27	50.25	63.02	44.04	158.97	108.17	89.28	128.69	214.26	160.76	97.42	48.02	1,002.35	68.04	94.06	
10:57	5,828.64	4,541.59	8,968.73	138.44	164.68	57.43	265.53	140.23	245.20	73.26	50.42	62.98	44.17	159.10	108.17	89.30	128.69	214.26	160.61	97.37	47.95	1,003.30	68.04	94.06	
10:58	5,831.17	4,542.85	8,980.83	138.49	164.67	57.43	265.53	140.87	245.10	73.22	50.24	63.04	44.17	159.10	108.17	89.20	128.69	214.13	160.69	97.46	47.95	1,004.32	68.04	93.99	
10:59	5,829.39	4,542.17	8,973.55	138.41	164.67	57.56	265.57	140.71	245.04	73.22	50.28	62.99	44.17	158.97	107.97	89.20	128.57	214.19	160.69	97.46	48.02	1,003.42	67.73	93.98	
11:00	5,827.80	4,540.00	8,967.97	138.28	164.58	57.69	265.57	140.08	245.00	73.26	50.29	62.99	44.15	159.27	108.18	89.16	128.57	214.22	160.76	97.32	48.02	1,003.93	67.73	93.98	
11:01	5,831.17	4,542.62	8,976.80	138.29	164.61	57.69	265.57	140.55	245.03	73.32	50.29	63.01	44.15	159.30	108.18	89.13	128.69	214.24	160.73	97.34	48.02	1,004.51	67.71	93.97	
11:02	5,832.87	4,544.96	8,976.69	138.37	164.66	57.69	265.57	140.54	245.41	73.31	50.29	63.01	44.15	159.30	108.23	89.13	128.81	214.38	160.71	97.53	48.02	1,003.96	67.71	93.97	
11:03	5,833.60	4,544.84	8,977.57	138.43	164.75	57.59	265.57	140.40	245.46	73.31	50.28	63.01	44.28	159.37	108.26	89.13	128.92	214.41	161.05	97.45	48.02	1,004.66	67.71	93.97	
